compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_reuss
Mo16N4Ni8,aflow:e564a862d099a479,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo4N1Ni2_ICSD_162277,227,cF112,271.5
N2Os1,aflow:543873816dec8d9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Os1_ICSD_290439,187,hP3,271.927
C1Ru3V1,aflow:ef40e248413b5ee6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ru3V1_ICSD_77394,221,cP5,271.967
Mo1Pt2,aflow:cdbe97e96d2d1cf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Mo1Pt2_ICSD_105070,71,oI6,271.968
Cr2N2Nb2,aflow:6ccde8ea210c811b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cr1N1Nb1_ICSD_23779,129,tP6,272.008
B4Mo4Nb2,aflow:067fa0e44493c0a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B2Mo2Nb1_ICSD_614821,127,tP10,272.126
B6V4,aflow:2fdc4e9364777c53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3V2_ICSD_615660,63,oS20,272.201
Ir3U1,aflow:9af60c5a7274d323,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3U1_ICSD_104587,221,cP4,272.239
P4W12,aflow:57c7a3dec0c6c844,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/P1W3_ICSD_648282,82,tI32,273.122
B8Nb7Ru6,aflow:9b20bb8c04dd7312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B8Nb7Ru6_ICSD_263041,175,hP21,273.167
N4Pt2,aflow:50f0224e86232605,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Pt1_ICSD_166463,58,oP6,273.284
N2Re1,aflow:83dd2f297f8f1917,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Re1_ICSD_290436,187,hP3,273.326
B2V1,aflow:75a24ef7ad5fbf92,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2V1_ICSD_165125,191,hP3,273.847
N4,aflow:6e985aea105c23d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/N1_ICSD_187643,199,cI8,275.415
B2Ta2,aflow:17d91facf770bfbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Ta1_ICSD_186194,63,oS8,275.735
B6C2Nb6,aflow:cd1e611bc5b35a8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3C1Nb3_ICSD_411622,63,oS28,275.841
B6Nb4,aflow:2c2bd8bb17d04c71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3Nb2_ICSD_656213,63,oS20,276.146
C1Ir1,aflow:3df71fdb8f321767,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ir1_ICSD_185997,216,cF8,276.461
B6Ta5,aflow:9971b568135d5bf9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B6Ta5_ICSD_68538,65,oS22,277.634
Co1N1,aflow:34d0a12005e4459a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1N1_ICSD_184377,225,cF8,278.061
Ir2O4,aflow:57684cd18295f33f,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/IrO/A2B_tP6_136_f_a-001.BA,136,tP6,279.774
N12Ta10,aflow:2f07261097099263,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N6Ta5_ICSD_29329,193,hP22,280.084
C1Ta1,aflow:f7ea0322a74d7f61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ta1_ICSD_185986,221,cP2,280.156
Ir8Si4,aflow:6a332545f3afb0fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir2Si1_ICSD_640995,62,oP12,280.343
C1Rh1,aflow:3a4b13f181909c0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_181773,225,cF8,280.367
Ir2P1,aflow:98b6647c644f91af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2P1_ICSD_640898,225,cF12,280.367
H2W2,aflow:bbf2df33e13694f5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/H1W1_ICSD_247586,194,hP4,280.458
Ir2Mo6,aflow:92cda4cf2dceeb8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1Mo3_ICSD_600761,223,cP8,280.489
Ir2N2,aflow:957ab531953d4a22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ir1N1_ICSD_187717,131,tP4,281.093
Rh6W2,aflow:ac0a35fb28a4318b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh3W1_ICSD_105970,194,hP8,281.243
O8Re4,aflow:056f3166cb6547e9,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/ORe_pv/A2B_mP12_14_2e_e-002.AB,14,mP12,281.286
B4Ru2,aflow:dc8d0fde8d1419c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Ru1_ICSD_31871,59,oP6,281.335
O4Re2,aflow:5119e19fac0e70fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Re1_ICSD_154021,136,tP6,281.86
Hf1Ir3,aflow:fe2c6fc4804c26c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Ir3_ICSD_104212,221,cP4,282.067
N3Nb4,aflow:d3aba0b4e3ac4051,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/N3Nb4_ICSD_76389,139,tI14,282.087
C1Nb1Ru3,aflow:615ac280265aeb29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Nb1Ru3_ICSD_77216,221,cP5,282.194
O4W2,aflow:1a28a8b7b4dfef62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2W1_ICSD_647647,136,tP6,282.573
N8Pt4,aflow:392de8b37e30606d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2Pt1_ICSD_169857,205,cP12,282.645
B4N4,aflow:a3cdfb5055f945f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1N1_ICSD_162876,62,oP8,282.758
B8Ir4V8,aflow:fb5164a88452168d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Ir1V2_ICSD_601555,58,oP20,285.167
B4Ta3,aflow:be99dfb51a1405cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/B4Ta3_ICSD_44589,71,oI14,285.329
Ir1N1,aflow:342b816503ddad2f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1N1_ICSD_183154,225,cF8,285.878
Re10Si6,aflow:b56afeb980ce2cd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Re5Si3_ICSD_650114,140,tI32,286.005
B2Mo4,aflow:96f5eb653d4c32c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1Mo2_ICSD_24278,140,tI12,286.319
Mo6Os2,aflow:d91b3b3427a6cfa7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mo3Os1_ICSD_105054,223,cP8,287.828
C4Mo8,aflow:eff00b83ff78624a,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CMo_pv/ICSD_65701.AB,60,oP12,288.243
B8Os6Sc2,aflow:7f696d42775595c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B4Os3Sc1_ICSD_91244,63,oS32,288.726
Os3Ti1,aflow:649d0f5362dd740a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os3Ti1_ICSD_185638,221,cP4,288.783
Mo12N4Pt8,aflow:b5867cd94b4eac01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mo3N1Pt2_ICSD_150314,213,cP24,288.833
C1Ru3Ta1,aflow:bfca6369af396199,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ru3Ta1_ICSD_77392,221,cP5,289.2
Ir3Ti1,aflow:6138a1f196c1c245,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3Ti1_ICSD_104578,221,cP4,289.544
B6Ru4,aflow:f85d9d5a81b01ac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B3Ru2_ICSD_23715,194,hP10,289.956
Fe2,aflow:1b1cbd9ccbae17dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe1_ICSD_53450,194,hP2,290.001
Mo4O8,aflow:34eb8ff8ad19ba13,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/Mo_pvO/A2B_mP12_14_2e_e-002.BA,14,mP12,290.116
Pt2W1,aflow:15be6baa72f0703e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Pt2W1_ICSD_649841,71,oI6,290.435
O8Si4,aflow:e38965ef50bb8383,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_51702,60,oP12,290.959
B2Rh2,aflow:e37504351d207225,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Rh1_ICSD_150732,194,hP4,291.389
Os1Si1,aflow:e1d28089643c20a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Si1_ICSD_43417,221,cP2,292.967
Tc1,aflow:6a87de99cc84ce75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Tc1_ICSD_41514,225,cF4,293.528
N8Si6,aflow:e805269dabdf98bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N4Si3_ICSD_156336,227,cF56,293.706
N2Ru2,aflow:a64a0d7f694f45a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ru1_ICSD_185562,194,hP4,294.013
B4Mo6,aflow:32fd68442bcc415c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B2Mo3_ICSD_614800,127,tP10,294.314
Ir2N2,aflow:18952f5cc852c4a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1N1_ICSD_183157,194,hP4,294.336
B2Ta1,aflow:51ca76509e4c5699,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Ta1_ICSD_108085,191,hP3,294.458
B2Tc2,aflow:d3b5e44b5f6f4a9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Tc1_ICSD_168897,194,hP4,295.445
C1V1,aflow:6ef93ac9f46062a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_159870,225,cF8,295.661
W8,aflow:972675e8a84e9dd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/W1_ICSD_52344,223,cP8,296.578
N2Os2,aflow:63a5027a15366fb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N1Os1_ICSD_187715,131,tP4,296.607
N4Nb4,aflow:d67726ba2285ad37,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Nb1_ICSD_644540,194,hP8,297.517
W1,aflow:b36865785bd06095,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/W1_ICSD_426984,229,cI2,297.672
N3Ta3,aflow:5ec807672f6d429c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_1396,189,hP6,298.113
N2Re2,aflow:dd3dc43bc979d6a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N1Re1_ICSD_187713,131,tP4,298.16
C1Nb1,aflow:dc96ddaddb6c935b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Nb1_ICSD_155164,225,cF8,298.683
N1Nb1,aflow:4d2d79fe29e7a5ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Nb1_ICSD_183424,221,cP2,298.689
C4Ni8W16,aflow:1bc7a04e33a6ff4e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ni2W4_ICSD_618587,227,cF112,298.828
C1Nb1,aflow:aa76acc5d2c7fd57,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CNb_sv/201,225,cF8,299.333
C1Nb1,aflow:aa76acc5d2c7fd57,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CNb_sv/201,225,cF8,299.333
Ir3N3,aflow:7bf8a216c0842d11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1N1_ICSD_187719,221,cP6,299.5
B1Tc1,aflow:1ded95025c9807bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Tc1_ICSD_168895,187,hP2,299.898
B2Mo1,aflow:9a121651e9fedde0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Mo1_ICSD_157529,191,hP3,300.037
N1V1,aflow:11639813fd5fbe0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1V1_ICSD_183422,221,cP2,300.728
B8Mo8Ru4,aflow:6367acc17172eb17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Mo2Ru1_ICSD_601573,58,oP20,300.829
B4Tc2,aflow:6fa2ce4f469ce1e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Tc1_ICSD_615553,194,hP6,301.794
N1Ta1,aflow:0fbd269336705895,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Ta1_ICSD_183426,221,cP2,302.006
N8Re4,aflow:b6f83099d4affc3e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Re1_ICSD_187450,57,oP12,302.104
N4Ni8W12,aflow:c51f74ea099c5dc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Ni2W3_ICSD_86170,213,cP24,302.144
Ir2N4,aflow:e92983093b3b4288,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1N2_ICSD_240756,58,oP6,302.344
Tc2,aflow:9dfb2ae6dbd9d46b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Tc1_ICSD_182009,194,hP2,302.705
B4Mo4,aflow:bab633976c2f29d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1Mo1_ICSD_24280,141,tI16,303.058
B8Fe4,aflow:0361058f418da352,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Fe1_ICSD_425310,62,oP12,303.724
B2C2Mo4,aflow:c7228ec855654a31,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1C1Mo2_ICSD_23188,63,oS16,303.881
B2Mo2,aflow:35ac7e5d53e825e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Mo1_ICSD_614812,63,oS8,304.27
C1V1,aflow:8b5f884504829e1b,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CV_sv/201,225,cF8,304.739
B2Tc6,aflow:5822e01d0015efb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Tc3_ICSD_615555,63,oS16,305.879
N1Nb1,aflow:3caef21d7715917b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nb1_ICSD_167803,225,cF8,305.928
N8W4,aflow:3c6a789e144b4f34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2W1_ICSD_290435,205,cP12,307.161
B8W4,aflow:15f17c363d5af6bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2W1_ICSD_23716,194,hP12,307.446
C6Cr3W20,aflow:8dbae7845818266c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C6Cr3W20_ICSD_617559,225,cF116,309.633
O8Si4,aflow:4cd8887372aa0edb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Si1_ICSD_158958,205,cP12,310.002
Be4C4N8,aflow:a1c3422f6f6a1056,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Be1C1N2_ICSD_181042,33,oP16,310.156
C8,aflow:2818acf274e5c078,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C8_ICSD_20351,229,cI16,310.589
N1Nb1,aflow:844b105937307111,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Nb1_ICSD_185569,187,hP2,310.623
B8Ir4Mo8,aflow:1fa9cf508865f3f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Ir1Mo2_ICSD_23786,58,oP20,310.777
Mo1N1,aflow:5cfe1d0ba97a5293,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mo1N1_ICSD_159440,221,cP2,312.006
Ru2,aflow:985b362eeff34ade,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ru1_ICSD_40354,194,hP2,312.055
N2Nb2,aflow:78e9f4fe930fdcfe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Nb1_ICSD_150967,194,hP4,312.087
N2Ta2,aflow:48b2fd56d196968e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_105123,194,hP4,312.932
B8W4,aflow:28720551ae577eb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2W1_ICSD_615700,194,hP12,313.066
Re4Si4,aflow:f0bd47197c1d7fef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Re1Si1_ICSD_26616,198,cP8,313.196
Ir3Nb1,aflow:5f949664e8b3c289,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3Nb1_ICSD_104515,221,cP4,313.744
Ir6Si2,aflow:1a15fe875dd4c2a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir3Si1_ICSD_43680,140,tI16,314.357
B8Mo8Os4,aflow:57c1fbcd1c742b68,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Mo2Os1_ICSD_614829,58,oP20,314.818
C1W2,aflow:b2bf5199bcb6fea3,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CW_pv/9,164,hP3,315.084
C1Ta1,aflow:d2ab410fef99ea61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_155163,225,cF8,315.444
Be2C2N4,aflow:e0243b1db258ed09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1C1N2_ICSD_181041,122,tI16,315.504
Ir2Mo2,aflow:cc717d6de1690f4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Mo1_ICSD_104499,51,oP4,315.509
N3Tc3,aflow:17ab7e596f9cb7c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Tc1_ICSD_187707,221,cP6,316.1
N1V1,aflow:aa89372868af03a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1V1_ICSD_169820,187,hP2,316.22
C6Mo6,aflow:86f370f8043ae5a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Mo1_ICSD_44987,194,hP12,316.624
Ir3V1,aflow:0f10c1ca4753d48d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3V1_ICSD_104594,221,cP4,316.728
C1Ru1,aflow:4990d46926dfee7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ru1_ICSD_183169,225,cF8,317.922
N1Ta1,aflow:dbcfb446e993083a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Ta1_ICSD_167806,225,cF8,320.172
C1Ir1,aflow:1ecfc5503d9e0fd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ir1_ICSD_169404,187,hP2,321.008
C1Ta1,aflow:91751653e073f9b0,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CTa_pv/201,225,cF8,321.547
N1Tc3,aflow:4fd0dd6e94fc881e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Tc3_ICSD_182010,187,hP4,322.769
B6Ni2W6,aflow:9bf8f9bec7278661,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3Ni1W3_ICSD_615070,63,oS28,322.773
C4Ir2,aflow:17d3f23fbef36218,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2Ir1_ICSD_181489,140,tI12,323.438
C11N4,aflow:32b9125bd33fc3b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C11N4_ICSD_184897,16,oP15,324.727
Ir3Ta1,aflow:0b20629a915a4c54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir3Ta1_ICSD_104566,221,cP4,324.806
C1Cr1,aflow:c3cc01a07e4f80e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Cr1_ICSD_181709,187,hP2,325.201
C1Mo1,aflow:e6168f280fcabded,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Mo1_ICSD_183165,225,cF8,325.65
Fe8Re12,aflow:340c69078949ff30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe2Re3_ICSD_108565,213,cP20,325.661
B4Re2,aflow:e4636da54a2220ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Re1_ICSD_162271,194,hP6,325.957
N8Re4,aflow:9c5a4fb2a266e721,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Re1_ICSD_187446,62,oP12,326.414
N1Ta1,aflow:a8ac23d5ab62e1fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_167901,187,hP2,326.498
Ir4N8,aflow:8e9c448d678c73b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1N2_ICSD_160623,14,mP12,327.115
B4Co4W4,aflow:c2cf9e6b1026cf5e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1Co1W1_ICSD_613388,62,oP12,327.995
C3W6,aflow:d38172f10ef5d9e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1W2_ICSD_167900,162,hP9,328.508
N2Os1,aflow:66694a8afef91c7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N2Os1_ICSD_185513,225,cF12,329.439
Os10W20,aflow:663b7d9aa6021d93,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Os0.67W1.33_ICSD_647862,136,tP30,329.709
C1Ru1,aflow:7cc393c23fff5302,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ru1_ICSD_43671,187,hP2,330.47
Re8W4,aflow:eae54e0aeabbd0e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2W1_ICSD_650203,194,hP12,330.926
N4W3,aflow:178372bce1c55eee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N4W3_ICSD_186209,221,cP7,330.994
C2Re1,aflow:6515d2391cd7ff44,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Re1_ICSD_184662,187,hP3,332.102
B6Os4,aflow:16ede1c23d111d09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B3Os2_ICSD_424879,194,hP10,332.501
B4W4,aflow:8d848c2aba3366ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1W1_ICSD_24281,141,tI16,332.828
C20,aflow:933c788c45a7fb66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C20_ICSD_185973,221,cP20,332.972
C1Mo1,aflow:7c4604b1a2705be0,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CMo_pv/201,225,cF8,334.083
N2W1,aflow:72109f7caf81d280,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2W1_ICSD_290433,187,hP3,336.744
Mo2N2,aflow:7d8dbf2f1fbde0c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1N1_ICSD_168365,194,hP4,336.869
N4W2,aflow:e63da76a2644ff14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2W1_ICSD_290434,194,hP6,337.378
Ir2W2,aflow:329463b4cf618022,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1W1_ICSD_104596,51,oP4,338.217
B2W2,aflow:ee0a9de25797ea71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1W1_ICSD_615689,63,oS8,338.505
C1Mo1,aflow:877b232d6378c18e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Mo1_ICSD_618300,187,hP2,338.762
C4Re2,aflow:ddfc31384102a18f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Re1_ICSD_184663,194,hP6,339.44
N4Os2,aflow:e1d826fcaf063f28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Os1_ICSD_240758,58,oP6,339.648
N4Os2,aflow:98ea695a46e207ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N2Os1_ICSD_260549,127,tP6,340.403
N2Tc4,aflow:e0ac9ace77fdcf57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Tc2_ICSD_182011,194,hP6,340.797
Ir6Mo2,aflow:9d806861e5bdcfc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3Mo1_ICSD_104506,194,hP8,340.807
B6Co2W6,aflow:752ea17eddbdd155,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B3Co1W3_ICSD_25753,63,oS28,342.68
C2Os1,aflow:ff87c17fb623e239,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Os1_ICSD_168279,187,hP3,344.494
N4Os4,aflow:dfe7200869d0d929,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N1Os1_ICSD_167514,36,oS16,344.535
C8Cr12,aflow:f0a713d5113b9e46,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CCr_pv/ICSD_15086.AB,62,oP20,345.622
C8Cr12,aflow:f0a713d5113b9e46,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CCr_pv/ICSD_15086.AB,62,oP20,345.622
N3Os3,aflow:fe0d7827444fc660,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Os1_ICSD_187716,221,cP6,347.567
C4Os2,aflow:b4516ac24679ccfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Os1_ICSD_168280,194,hP6,349.63
B1Os1,aflow:b771a4d99e7ddec1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Os1_ICSD_181304,187,hP2,352.371
Re3Ru1,aflow:e7c45a3ae6fc7c66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Re3Ru1_ICSD_168956,44,oI8,353.918
C2Re1,aflow:7060d695d45ef254,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C2Re1_ICSD_184664,123,tP3,354.624
C4W8,aflow:b4cc1d6b8d53454e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1W2_ICSD_108194,60,oP12,354.927
N4Re2,aflow:130fabca462f0fcb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/N2Re1_ICSD_187441,12,mS12,355.336
